Station code,water_bodies,Station name,District,Remarks,DO (mg/L),pH,Conductivity (mS/cm),BOD (mg/L),Nitrate,Nitrite-N (mg/L),Fecal Coliform (MPN/100ml),Total Coliform (MPN/100ml),Faecal streptococci,Saprobity index,Diversity index,P/R Ratio,Turbidity (NTU),Phen-Alk. (mg/L),Total Alk. (mg/L),Chloride (mg/L),COD (mg/L),TKN (mg/L),Ammonia,Free Ammonia  (mg/L),Hardness (mg/L),Calcium (mg/L),Calcium Carbonate as CaCO3,Magnesium (mg/L),Magnesium Carbonate as CaCO3,Sulphate (mg/L),Sodium (mg/L),TDS (mg/L),TFS (mg/L),TSS (mg/L),Total Phosphate (mg/L),Ortho Phosphate (mg/L),Boron (mg/L),Potassium (mg/L),Fluoride (mg/L),sodium %,SAR
4222,Lakes  & Tanks,"Koneru, Kondagattu temple, Jagitiyal",Jagitial dist,,4.2,7.27,1203,2.4,1.2,,4,140,Less than 1.8,,,,22,5,316,169,40,2.8,0.4,,355,118,295,14.58,60,30,,702,500,20,0.63,1.92,0.5,,0.58,,
4223,Lakes  & Tanks,"Vemulawada temple Koneru , Karimnagar",Rajanna Siricilla,,4,6.86,529,2.4,4,,Less than 1.8,46,Less than 1.8,,,,26,5,124,59,44,1.5,0.4,,260,84,210,12.15,50,40,,310,200,22,0.52,1.6,0.5,,0.47,,
1464,Lakes  & Tanks,Bibinagar Tank,Yadadri Bhuvanagiri,,6.5,7.24,1448,3,38,0.22,4,43,1.8,,,,6,20,192,230,31,5,BDL,BDL,424,106,265,39,159,76,80,880,616,8,,0.26,BDL,5,0.3,28.61,1.68
4224,Lakes  & Tanks,"Yadadri temple- Koneru, Yadadrigutta (V&M), Yadadri bhuvanagiri(D)",Yadadri Bhuvangiri,4224 - Koneru of Yadagiri Gutta Temple water sample could not be collected due to Koneru is under construction.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4230,Lakes  & Tanks,Kistaipally Cheruvu,Sangareddy,,5.5,6.61,4250,9,34,0.32,6,63,4.5,,,,10,28,580,718,144,14,5,BDL,1340,290,724,150,616,120,204,2548,1730,30,,0.3,BDL,15,0.38,24.46,2.41
4231,Lakes  & Tanks,"Rayam Cheruvu,",Sangareddy,,6.8,6.67,1511,3.8,36,0.17,4.5,41,2,,,,6,24,220,314,40,8,BDL,BDL,504,120,300,50,204,80,94,918,640,16,,0.29,BDL,8,0.4,28.27,1.81
4232,Lakes  & Tanks,"Komati Cheruvu,",Siddipet,,7,7.01,712,2.4,18,0.18,3.6,24,1.8,,,,4,20,169,180,22,3,BDL,BDL,372,80,200,42,172,62,44,436,302,8,,0.17,BDL,8,0.26,19.89,0.99
4233,Lakes  & Tanks,"Gaddapotharam cheruvu,",Sangareddy,,5.9,6.78,3240,5.2,70,0.22,5.5,49,3.6,,,,7,28,500,510,54,5,BDL,BDL,1016,300,750,64,266,96,124,1945,1370,10,,0.1,0.12,30,0.22,20.35,1.69
4228,Lakes  & Tanks,"Pedda Cheruvu/Ibrahim Cheruvu, Rajendra Nagar",RR-shamshabad,dried up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1391,Lakes  & Tanks,Hussain sagar Lake,Hyderabad,,0.3,7.19,1585,10,5.5,,24,350,6.8,,,,24,5,322,191,120,13.44,5.04,,340,112,280,14.58,60,120,,960,650,21,3.08,9.46,0.5,,0.77,,
3071,Lakes  & Tanks,Langarhouse lake,Hyderabad,,0.3,7.57,1355,6,4.3,,39,540,6.8,,,,32,5,310,160,76,11.76,3.36,,320,72,180,34.02,140,70,,820,550,27,2.09,6.42,0.5,,0.61,,
2341,Lakes  & Tanks,"Miralam tank,kishan bagh",Hyderabad,,2.4,6.99,1213,2,2.7,,21,430,4.5,,,,20,5,300,189,44,14,6.16,,310,102,255,100,55,100,,720,490,18,1.26,3.87,0.5,,0.42,,
3073,Lakes  & Tanks,"Hasmathpet lake, Hasmathpet",Medchal Malkajgiri,,2.4,7.41,1171,2,5.3,,46,540,9.2,,,,23,5,304,162,48,14,5.04,,310,106,265,10.94,45,75,,702,490,18,2.07,6.35,0.5,,0.69,,
3072,Lakes  & Tanks,Safilguda lake,Medchal Malkajgiri,,0.3,7.16,1129,6.2,3.7,,46,540,7.8,,,,24,5,346,135,84,18.48,8.4,,360,122,305,75,55,75,,670,460,22,1.36,4.18,0.5,,0.31,,
3075,Lakes  & Tanks,Rangadhamuni cheruvu,Medchal Malkajgiri,,0.3,7.33,1586,6.2,4.4,,47,430,6.8,,,,28,5,320,179,88,16.24,8.4,,325,104.8,262,15.31,63,150,,916,630,20,2.22,6.82,0.5,,0.43,,
3076,Lakes  & Tanks,"Amber cheruvu, Kukatpally",Medchal Malkajgiri,,0.3,7.49,1114,6,1.5,,40,350,6.1,,,,20,5,230,157,72,12.88,6.37,,240,78,195,10.94,45,95,,680,450,16,2.3,7.06,0.5,,0.28,,
3077,Lakes  & Tanks,"Kapra cheruvu, Kapra",Medchal Malkajgiri,,3.5,6.9,795,3,1.1,,14,280,4,,,,20,5,226,113,44,6.72,2.24,,250,78,195,13.37,55,40,,492,330,16,0.98,3.01,0.5,,0.82,,
2357,Lakes  & Tanks,Durgam cheruvu,RR-shamshabad,,2,7.2,1240,4,2.7,,17,350,4.5,,,,28,5,300,211,52,9.52,5.6,,310,100,250,14.58,60,70,,742,520,23,1.86,5.71,0.5,,0.31,,
2344,Lakes  & Tanks,Nalla cheruvu (Nacharam),Medchal Malkajgiri,dried up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2359,Lakes  & Tanks,"Pedda Cheruvu, Nacharam",Medchal Malkajgiri,,0.3,7.48,1425,8,3.5,,46,540,9.2,,,,22,5,320,216,104,13.44,5.6,,364,114.4,286,18.95,78,85,,886,630,22,3.62,11.11,0.5,,0.29,,
2342,Lakes  & Tanks,Noor Md. Kunta,RR-shamshabad,,0.3,7.06,2401,8,11.9,,49,540,9.2,,,,34,5,420,344,118,19,8.4,,600,128,320,68.04,280,202,,1466,1000,27,2.46,7.55,0.64,,0.74,,
3070,Lakes  & Tanks,"Fox sagar, Jeedimetla",Medchal Malkajgiri,,2.9,7.62,1259,4,1.4,,33,350,6.8,,,,15,5,220,211,52,11.2,3.92,,250,56,140,26.73,110,56,,746,530,12,1.66,5.1,0.5,,0.44,,
3074,Lakes  & Tanks,Banjara Lake,Hyderabad,,0.3,7.59,1286,10,2.1,,34,350,9.2,,,,28,5,310,164,148,14,5.04,,320,106,265,13.37,55,40,,760,530,24,1.87,5.74,0.5,,0.53,,
4237,Lakes  & Tanks,Mundla Katwa Lake,Medchal Malkajgiri,,0.3,8.61,850,10,1.9,,21,350,6.8,,,,16,5,280,81,120,11.2,5.6,,310,98,245,15.79,65,65,,520,240,14,1.44,4.42,0.5,,0.81,,
4669,Lakes  & Tanks,"Pedda Cheruvu, Gangaram (V), Serilingarampally (New Mandal)",Rangareddy,,0.3,7.04,1322,6,7.6,,49,540,9.3,,,,20,5,280,162,80,12.88,4.48,,300,96,240,14.58,60,90,,810,550,16,1.97,6.05,0.5,,0.33,,
4671,Lakes  & Tanks,"Medi Kunta, Guttala Begumpet (V)",Rangareddy,dried up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
4672,Lakes  & Tanks,"Medi Kunta (Wipro Lake), Nanakramguda",Rangareddy,E,3.1,7.59,951,4,2.4,,14,350,4,,,,25,5,210,176,56,10.64,3.36,,242,80,200,10.21,42,60,,590,420,25,0.97,2.97,0.5,,0.71,,
4673,Lakes  & Tanks,Medikunta lake (BK Enclave),Rangareddy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
4674,Lakes  & Tanks,"Meedi Kunta, Hafeezpet (V), Serlingampally",Rangareddy,,4.9,7.58,867,2.2,1.5,,2,49,Less than 1.8,,,,18,5,200,124,40,3.36,0.56,,225,74,185,9.72,40,65,,510,350,10,0.52,1.58,0.5,,0.39,,
4693,Lakes  & Tanks,"Patel Cheruvu, Madeenaguda, Miyapur",Medchal Malkajgiri,,0.3,7.11,1292,10,6.8,,26,430,6.87,,,,18,5,286,169,108,11.25,3.36,,345,114,285,14.58,60,75,,746,530,14,1.6,4.91,0.5,,0.66,,
4677,Lakes  & Tanks,"Lingam Cheruvu, Suraram (V), Quthubullapur",Medchal Malkajgiri,,0.3,7.66,1628,8,8.3,,49,540,9.2,,,,26,5,324,202,101,16.8,8.4,,370,124,310,14.58,60,124,,986,670,20,1.07,3.28,0.5,,0.54,,
5044,Lakes  & Tanks,"Sudalavani Kunta, (Sunnam Cheruvu), Allapur, Balanagar,Medchal-Malkajgiri dist.",Medchal Malkajgiri,,0.3,7.42,1740,8,13.6,,33,540,9.3,,,,34,5,428,211,96,18.48,6.16,,438,134.4,336,24.79,102,90,,988,710,28,1.76,5.4,0.5,,0.57,,
5052,Lakes  & Tanks,"Bakshi Kunta, Chandhanagar, Serilingampally, rangareddy Dist.",Medchal Malkajgiri,,3.3,9.3,418,1.8,3.9,,40,70,Less than 1.8,,,,14,5,75,72,28,5.04,1.68,,90,20,50,9.72,40,20,,240,170,10,0.46,1.41,0.5,,0.41,,
5053,Lakes  & Tanks,"Ramamma Kunta, Gachibowli, Rangareddy Dist (Dr. YSR Toursim College)",Medchal Malkajgiri,,0.6,6.96,1160,5.8,8.12,,21,350,6.11,,,,13,5,220,156,62,16.8,5.6,,298,94.4,236,90,62,90,,730,450,10,1.05,3.22,0.5,,0.66,,
5054,Lakes  & Tanks,"Komati Kunta, Gopanpally, Serilingampally, Rangareddy Dist.",Medchal Malkajgiri,,4,7.14,1176,2,0.7,,46,540,9.3,,,,16,5,286,123,32,14,5.6,,304,99.2,248,13.61,56,70,,740,515,12,1.23,3.78,0.5,,0.71,,
5055,Lakes  & Tanks,"Chinna Pedda Cheruvu, Gopanpally, Serilingampally, Rangareddy Dist.",Medchal Malkajgiri,,4.6,8.06,797,1.4,2.5,,11,280,2,,,,18,5,200,120,24,8.4,3.36,,210,64,160,12.15,50,54,,460,360,10,0.98,3.01,0.5,,0.54,,
5056,Lakes  & Tanks,"Nayanamma Kunta, (Basupalli Cheruvu), Haffezpet, Serilingalpally, rangareddy Dist.",Medchal Malkajgiri,,1.8,7.38,1104,4,0.9,,21,350,6.8,,,,28,5,310,110,40,11.2,5.04,,325,104,260,15.79,65,89,,670,450,26,1.06,3.25,0.5,,0.41,,
5057,Lakes  & Tanks,"Kudi Kunta, (Gaothami Lake), Kondapur, Serilingampally, Rangareddy Dist.",Medchal Malkajgiri,dried up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
5058,Lakes  & Tanks,"Regula Kunta, Miyapur, Serilingampally, Rangareddy Dist.",Medchal Malkajgiri,,4.6,7.7,1222,1,1.8,,1,350,6.1,,,,28,5,302,167,28,10.04,4.48,,310,104,260,12.15,50,76,,740,260,25,0.93,2.85,0.5,,0.55,,
5059,Lakes  & Tanks,"Gopi Cheruvu, Lingampally, Serilingampally, Rangareddy Dist.",Medchal Malkajgiri,,0.3,7.14,1176,6,3.9,,21,540,4,,,,25,5,280,113,76,11.2,5.6,,310,100,250,14.58,60,108,,740,520,24,1.02,3.13,0.5,,0.66,,
5060,Lakes  & Tanks,"Chakaalavani Cheruvu, Lingampally, Serilingampally, rangareddy Dist.",Medchal Malkajgiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
5061,Lakes  & Tanks,"Peddakudi Cheruvu, Maqta Mahaboobpet,Serilingampally, rangareddy Dist.",Medchal Malkajgiri,,1.2,7.06,1421,4,5.5,,21,350,4.5,,,,38,5,306,167,52,14,5.6,,325,112,280,10.94,45,92,,882,580,32,1.76,5.4,0.5,,0.72,,
5062,Lakes  & Tanks,"Gurunath Cheruvu, Miyapur, Serilingampally, rangareddy Dist.",Medchal Malkajgiri,dried up(under renovation),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5063,Lakes  & Tanks,"Nanakram Kunta, Nanakraamguda,",Medchal Malkajgiri,dried up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5114,Lakes  & Tanks,"Shanthisarovor Pond, Gachibowli, Serilingmapally",Rangareddy ,dried up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5115,Lakes  & Tanks,"Raja Mohammad Kunta, Haffezpet, Serilingampally (M),",Rangareddy ,,0.3,7.21,1634,10,1.7,,49,540,9.2,,,,38,5,328,201,100,16.8,6.72,,365,98,245,29.16,120,165,,990,670,33,2.06,6.32,0.52,,0.56,,
5116,Lakes  & Tanks,"Kotha Cheruvu (Novotel Lake), Khanamet, Serilingampally",Rangareddy ,,0.3,8.1,1400,10,9.8,,21,350,4.5,,,,31,5,316,184,132,13.44,5.04,,356,117.6,294,15.07,62,60,,882,610,24,0.71,2.17,0.58,,0.59,,
5118,Lakes  & Tanks,"Kotha Kunta, Haffezpet, Serilingampally (M)",Rangareddy ,,2.8,7,565,2.2,1.3,,17,350,2,,,,15,5,132,81,40,6.16,2.24,,156,32,80,18.47,76,50,,342,14,19,0.63,1.93,0.5,,0.63,,
5119,Lakes  & Tanks,"Kaidam Kunta, Hafeezpet, Serilingampally (M)",Rangareddy ,,0.3,7.1,1405,8,3.9,,47,540,9.3,,,,32,5,314,176,92,15.68,8.4,,360,84,210,36.45,150,75,,880,580,29,1.88,5.77,0.5,,0.48,,
5120,Lakes  & Tanks,"Thammidi Kunta, Khanamet, Serilingampally",Rangareddy ,,0.3,8.64,1400,6,11.2,,40,540,9.2,,,,26,5,342,142,68,14,6.16,,380,124,310,17.01,70,84,,868,630,20,1.23,3.78,0.5,,0.76,,
5124,Lakes  & Tanks,TCS Synergy Park Lake,Rangareddy,,4.7,8.13,830,2.2,1.8,,Less than 1.8,46,Less than 1.8,,,,12,5,186,88,48,2.24,0.56,,210,48,120,21.87,90,65,,480,250,10,1.58,4.85,0.5,,0.78,,
5125,Lakes  & Tanks,"Mondi Kunta, Khanamet, Serilingmampally",Rangareddy ,dried up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5131,Lakes  & Tanks,"Yellamma Cheruvu, Manikonda, Rajenderanagar",Rangareddy ,,0.3,7.88,1317,8,6.9,,39,540,9.2,,,,22,5,312,162,108,15.68,4.48,,350,112,280,17.01,70,110,,822,585,18,2.06,6.32,0.5,,0.36,,
3086,Lakes  & Tanks,Saki Tank,Sangareddy,,6.2,7.5,1025,4,32,0.11,5.5,44,3.6,,,,4.2,24,204,130,44,6,BDL,BDL,384,72,240,20,144,40,60,620,416,9,,0.1,BDL,8,0.28,25.94,1.42
4684,Lakes  & Tanks,Campus Lake Icrisat,Sangareddy,,6.8,6.83,849,3,29,0.08,6,84,3.7,,,,5,20,184,172,32,5,BDL,BDL,332,80,200,32,132,34,56,510,356,10,,0.06,BDL,3.2,0.3,26.51,1.33
4685,Lakes  & Tanks,Surisigal Lake Icrisat,Sangareddy,,6.5,6.96,1170,3.5,34,0.09,6.8,94,4.5,,,,4,24,228,159,36,7,BDL,BDL,460,92,230,56,230,66,40,704,490,12,,0.07,BDL,8.1,0.27,15.51,0.81
4686,Lakes  & Tanks,Icrisat Lake,Sangareddy,,6.7,7.64,1220,4.2,36,0.15,6.1,79,4,,,,4,20,248,212,51,6,BDL,BDL,436,100,250,45,186,37,78,720,465,10,,0.14,BDL,12,0.25,27.24,1.62
4687,Lakes  & Tanks,Red Lake Icrisat,Sangareddy,,6.6,7.37,903,4.8,38,0.1,7.8,94,5.5,,,,5,24,264,236,60,8,BDL,BDL,524,120,300,55,224,51,75,542,380,14,,0.18,BDL,5,0.42,23.34,1.42
1788,Lakes  & Tanks,Saroornagar Lake / Large Tank,RR-shamshabad,,0.3,7.17,1315,10,3.3,,46,540,9.2,,,,28,5,316,150,102,18.48,6.72,,325,106,265,14.58,60,85,,780,530,23,0.82,2.52,0.54,,0.67,,
2343,Lakes  & Tanks,Premajipet TANK,RR-shamshabad,,2.8,7.49,2684,5.2,1.5,,46,540,9.3,,,,14,5,406,466,65,16.8,5.6,,645,152,380,64.39,265,165,,1632,1100,18,2.36,7.25,0.5,,0.84,,
4670,Lakes  & Tanks,"Bairamalaguda Cheruvu / Maddela Kunta, Medchal-Malkajigiri District.",Rangareddy,,0.3,7.25,898,8,4.4,,17,350,4.5,,,,19,5,200,97,88,1.2,3.36,,220,56,140,19.44,80,70,,552,370,14,0.8,2.44,0.5,,0.88,,
4678,Lakes  & Tanks,"Patel Cheruvu, Nacharam, Medchal-Malkajigiri District.",Rangareddy,,0.3,7.34,1338,12,10.9,,17,350,6.1,,,,20,5,326,201,162,11.2,4.48,,355,114,285,17.01,70,80,,840,550,17,1.35,4.14,0.5,,0.78,,
4679,Lakes  & Tanks,HUDA Park Lake,Rangareddy,,0.3,7.39,2256,6.8,8.9,,46,540,9.3,,,,30,5,386,327,126,15.68,5.04,,610,184,460,36.45,150,160,,1340,930,28,2.32,7.12,0.62,,0.88,,
4691,Lakes  & Tanks,"Nagole Cheruvu, Uppal Malkajigiri District.",RR-shamshabad,,0.3,7.4,1296,6,11.6,,26,350,4,,,,21,5,320,158,80,16.8,8.4,,330,102,255,18.22,75,75,,770,320,18,1.62,4.97,0.5,,0.81,,
4692,Lakes  & Tanks,"Ramanthapur Pedda Cheruvu, Medchal-Malkajigiri District.",Medchal Malkajgiri,,1.2,7.41,1371,5.8,5.8,,21,350,6.8,,,,15,5,348,192,50,12.88,5.6,,370,110,275,23.09,95,85,,840,560,14,1.56,4.79,0.5,,0.77,,
4699,Lakes  & Tanks,"Kaprai Cheruvu, RamanthpurMedchal-Malkajigiri District.",RR-shamshabad,,0.3,7.26,1250,6,1.5,,14,240,2,,,,17,5,322,158,68,8.4,3.36,,326,98,245,19.68,81,35,,766,510,14,1.08,3.32,0.5,,0.58,,
4702,Lakes  & Tanks,"Pedda Cheruvu - Khaja guda, Khajaguda (V), Serlingampally (new mandal)",Rangareddy,,3.6,7.39,1755,13,46,,1.8,47,,,,,18,5,408,218,92,38,20,0.72,420,101,252,41,168,62,,1024,798,5,5.6,,0.72,,0.72,,
4703,Lakes  & Tanks,"Bulbul kunta, Lakshmiguda, rajendranagar",Rangareddy,Dried up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
4704,Lakes  & Tanks,"Pedda Cheruvu, Mansoorabad, Saroornagar, Rangareddy District.",Rangareddy,,0.3,7.14,1074,8,6.9,,34,350,4.5,,,,14,5,246,141,82,13.44,4.48,,270,86,215,13.37,55,70,,654,250,12,0.98,3.01,0.5,,0.73,,
5040,Lakes  & Tanks,"Bandlaguda Cheruvu, Bandlaguda, Uppal, Medchal Dist.",Medchal Malkajgiri,,0.3,7.81,1354,10,2.9,,33,540,6.8,,,,28,5,220,216,102,15.12,5.04,,240,74,185,13.37,55,95,,820,555,26,1.06,3.25,0.5,,0.36,,
5041,Lakes  & Tanks,"Pathulguda, Uppal, Medchal Dist.",Medchal Malkajgiri,,0.3,7.17,1348,6,10.3,,39,430,4.5,,,,18,5,292,182,77,14,6.16,,320,112,280,9.72,40,105,,820,550,16,1.78,5.46,0.5,,0.48,,
5113,Lakes  & Tanks,"Chinna Cheruvu, Ramanthapur Bagat, Uppal",Medchal Malkajgiri,,0.3,7.36,2267,8,5.4,,46,540,9.2,,,,22,5,320,340,93,18.48,6.72,,340,114.4,286,13.12,54,220,,1260,930,20,2.74,8.41,0.5,,0.54,,
5117,Lakes  & Tanks,"Masjid Banda Lake, Kondapur, Serlingampally",Rangareddy ,Not collected due to lake enroachment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5121,Lakes  & Tanks,"Pale Cheruvu, Kattedan",Rangareddy,Dried up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5126,Lakes  & Tanks,"Bathula Cheruvu, Amangal, Hayathnagar",Rangareddy,,0.3,7.34,1217,6,10.1,,21,350,4,,,,13,5,388,146,74,14,6.16,,320,104,260,14.58,60,60,,720,500,10,1.17,3.59,0.5,,0.86,,
5127,Lakes  & Tanks,"Kummari Kunta, Amangal, Hayathnagar",Rangareddy,,3,7.07,557,2,2.2,,11,210,2,,,,15,5,85,92,32,6.72,2.24,,95,20,50,10.94,45,60,,330,220,10,0.57,1.74,0.5,,0.61,,
5128,Lakes  & Tanks,Palle cheruvu,Rangareddy,Not collected by RO-HYD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
5129,Lakes  & Tanks,"Erra Kunta, Laxmiguda, Rajenderanagar",Rangareddy,,0.3,6.96,2182,12,10.4,,49,540,11,,,,37,5,430,332,146,18.48,8.4,,550,166,415,32.8,135,140,,1240,900,34,2.06,6.32,0.6,,0.89,,
5130,Lakes  & Tanks,"Pathikunta, Budwel, Rajendranagar",Rangareddy,,0.3,7.13,1624,10,8.6,,39,430,6.8,,,,22,5,410,160,114,18.48,6.72,,440,154.4,386,13.12,54,95,,950,650,20,2.19,6.72,0.52,,0.77,,
5132,Lakes  & Tanks,"Malkam Cheruvu, Raidurgam, Serilingampally",Rangareddy ,,3,7.72,1754,24,17,,3.7,220,,,,,26,5,308,252,141,6,Less than 5,BDL,320,80,200,29,120,126,,1012,799,19,7.2,,0.64,,0.87,,
5498,Lakes  & Tanks,"Suleman cheruvu ,kattedam(v),Ragendra nagar(m)Rangareddy dist",Medchal Malkajgiri,dried up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4668,Lakes  & Tanks,"Chinnarayan Cheruvu, Alwal (V)",Medchal Malkajgiri,,0.3,7.45,1650,10,7.2,,33,540,9.3,,,,24,5,318,196,125,15.68,6.16,,380,126,315,15.79,65,140,,1020,680,18,1.86,5.71,0.5,,0.76,,
4676,Lakes  & Tanks,"Banda Cheruvu, Malkajigiri (V),Malkajigiri (new mandal)",Medchal Malkajgiri,No access due to growth of hyacinth and alagae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4701,Lakes  & Tanks,"Lingam kunta lake Chandanagar,Serilingampally, Rangareddy (Dist)",Rangareddy,,2.6,7.46,1155,2.2,5.3,,46,540,9.3,,,,22,5,320,167,40,16.8,5.6,,335,108,270,15.79,65,65,,666,470,27,0.89,2.74,0.5,,0.39,,
4695,Lakes  & Tanks,"Khaja Kunta, Kukatpally (V)",Medchal Malkajgiri,,2,7.26,1107,3.4,3.2,,24,430,6.8,,,,28,5,240,145,60,14,5.6,,250,52,130,29.16,120,60,,640,445,24,1.16,3.56,0.5,,0.89,,
4696,Lakes  & Tanks,"Parki Cheruvu, Kukatpally (V), Balanagar",Medchal Malkajgiri,,0.3,7.29,1602,8,3.1,,46,540,9.3,,,,27,5,312,182,101,16.8,7.28,,320,88,220,24.3,100,145,,952,650,22,1.87,5.74,0.5,,0.64,,
4697,Lakes  & Tanks,"Mukkidi Cheruvu (Ramakrishnapuram Lake), Malkajigri",Medchal Malkajgiri,dried up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
4698,Lakes  & Tanks,"Mannevari Kunta, Machabollaram (V), Alwal",Medchal Malkajgiri,,0.3,7.27,1428,10,2.1,,27,350,9.2,,,,30,5,284,240,121,11.2,3.36,,335,110,275,14.58,60,40,,880,580,27,1.62,4.97,0.5,,0.63,,
4705,Lakes  & Tanks,"Kotha Cheruvu (Alwal Cheruvu), Alwal (V),",Medchal Malkajgiri,No Acess due to lake is covered with hyacinth and alagae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5036,Lakes  & Tanks,"Ramana Cheruvu,Boinpally, Thirumalagiri, Medchal-Malkajgiri Dist.",Medchal Malkajgiri,dried up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5037,Lakes  & Tanks,"Thirumalagiri Tank, Thirumalagiri, Medchal-Malkajgiri Dist.",Medchal Malkajgiri,dried up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5042,Lakes  & Tanks,"Yellamma Cheruvu, Kukatpally, Medchal- Malkajgiri Dist.",Medchal Malkajgiri,,0.3,7.34,1370,10,1.8,,40,540,9.3,,,,21,5,260,180,101,16.24,6.16,,290,112,245,10.94,45,106,,772,550,16,1.04,3.19,0.5,,0.87,,
5043,Lakes  & Tanks,"Mysamma Cheruvu, Kukatpally, Balangar, Medchal- Malkajgiri Dist.",Medchal Malkajgiri,,0.3,7.31,1430,8,7.9,,27,350,6.8,,,,25,5,268,174,105,18.48,7.28,,296,94,235,14.82,61,125,,840,580,23,1.17,3.59,0.5,,0.84,,
5045,Lakes  & Tanks,"MothkulaKunta, Machabollaram, Alwal, Medchal- Malkajgiri Dist.",Medchal Malkajgiri,,0.3,7.35,1523,6,6.67,,33,430,2,,,,22,5,342,179,79,14.56,5.6,,380,124,310,17.01,70,100,,940,620,20,1.06,3.25,0.5,,0.62,,
5046,Lakes  & Tanks,"Chintal Cheruvu, Gajularamaram, Quthbullapur, Medchal- Malkajgiri Dist.",Medchal Malkajgiri,,4,7.25,679,3.4,2.1,,11,210,2,,,,24,5,140,100,52,8.4,3.36,,165,50,125,9.72,40,48,,420,270,18,0.87,2.68,0.5,,0.58,,
5047,Lakes  & Tanks,"Mahaboob Kunta, Suraram,Quthubullapur, Medchal-Malkajgiri Dist.",Medchal Malkajgiri,,3.8,7.43,1194,3.6,2.8,,17,350,6.1,,,,15,5,262,154,67,11.2,4.48,,285,92,230,13.37,55,160,,740,780,13,0.89,2.72,0.5,,0.43,,
5048,Lakes  & Tanks,"Bandam Cheruvu, Gajularamaram, Quthbullapur, Medchal- Malkajgiri Dist.",Medchal Malkajgiri,,0.3,7.18,1458,8,9.6,,26,430,9.2,,,,20,5,296,169,119,15.12,5.04,,310,102,255,13.37,55,120,,860,580,17,1.28,3.93,0.5,,0.27,,
5049,Lakes  & Tanks,"Meddela Kunta,Gajularamaram, Quthbullapur, Medchal- Malkajgiri Dist.",Medchal Malkajgiri,dried up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
5050,Lakes  & Tanks,"Venna Cheruvu, Jeedimetla,Quthbullapur, Medchal- Malkajgiri Dist.",Medchal Malkajgiri,,0.3,7.42,1505,6,3.8,,46,540,9.3,,,,26,5,310,216,73,16.8,6.16,,395,124,310,20.66,85,99,,880,610,22,1.46,4.48,0.5,,0.44,,
5051,Lakes  & Tanks,"Chinna Bandam,Suraram,Quthubullapur, Medchal-Malkajgiri Dist.",Medchal Malkajgiri,,0.3,7.6,1414,10,2.2,,21,350,6.8,,,,20,5,320,167,110,16.8,3.92,,365,116,290,18.22,75,100,,840,570,17,1.32,4.05,0.5,,0.68,,
5111,Lakes  & Tanks,"Nagireddy Kunta (Yapral Cheruvu), Yapral",Medchal Malkajgiri,,0.3,7.55,1811,8,10.1,,49,540,11,,,,14,5,362,265,94,15.68,6.16,,530,172,430,24.3,100,95,,1120,740,12,1.48,4.54,0.54,,0.53,,
5112,Lakes  & Tanks,"Kamuni Cheruvu, Kukatpally",Medchal Malkajgiri,,0.3,7.18,1700,6,11.8,,46,540,9.3,,,,16,5,396,162,7,17.92,8.4,,740,224,560,43.74,180,132,,1030,700,10,1.6,4.91,0.5,,0.39,,
4675,Lakes  & Tanks,"Lotus pond, Hakimpet (V), Shaik pet (new mandal)",Hyderabad,,4.9,7.76,745,4,1.3,,17,350,4,,,,18,5,148,131,40,11.25,3.36,,185,44,110,18.22,75,50,,440,300,15,1.06,3.25,0.5,,0.7,,
4667,Lakes  & Tanks,"Surram Cheruvu (Palle Cheruvu), Bandlaguda (V), Bandlaguda (new mandal)",Hyderabad,not collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
